"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group B","associate's degree","free/reduced","completed","39","61","60"
"female","group B","some college","free/reduced","completed","70","78","86"
"male","group B","some college","standard","none","59","58","51"
"male","group C","associate's degree","free/reduced","none","69","63","63"
"female","group C","bachelor's degree","standard","none","76","83","87"
"male","group E","associate's degree","free/reduced","none","82","67","64"
"male","group D","bachelor's degree","standard","none","69","64","68"
"female","group E","some college","standard","none","51","59","56"
"female","group E","bachelor's degree","standard","none","74","87","86"
"male","group D","some college","free/reduced","none","69","65","65"
"male","group E","bachelor's degree","free/reduced","completed","50","60","56"
"male","group C","high school","free/reduced","none","49","59","49"
"male","group B","some high school","standard","none","67","61","61"
"male","group B","some high school","standard","none","66","59","55"
"female","group B","some college","standard","none","79","84","84"
"male","group E","associate's degree","standard","none","80","77","71"
"female","group D","associate's degree","standard","none","80","93","92"
"female","group D","some high school","standard","completed","73","75","79"
"female","group C","associate's degree","free/reduced","completed","81","97","93"
"female","group D","some college","free/reduced","none","43","67","65"
"male","group B","associate's degree","free/reduced","none","53","49","48"
"female","group C","master's degree","free/reduced","none","75","80","80"
"male","group D","high school","standard","completed","77","74","70"
"female","group D","associate's degree","free/reduced","completed","76","90","98"
"female","group B","associate's degree","standard","none","72","74","73"
"male","group B","some college","standard","none","67","76","66"
"female","group B","master's degree","standard","none","65","68","69"
"male","group D","associate's degree","standard","none","74","82","76"
"female","group C","bachelor's degree","free/reduced","completed","55","67","64"
"female","group D","associate's degree","standard","none","71","77","74"
"male","group C","bachelor's degree","standard","none","99","97","85"
"male","group D","associate's degree","free/reduced","none","24","17","17"
"male","group D","associate's degree","standard","none","78","70","72"
"male","group C","bachelor's degree","standard","none","64","55","52"
"male","group E","bachelor's degree","standard","none","86","86","75"
"male","group A","associate's degree","standard","completed","86","100","95"
"male","group D","high school","standard","completed","70","70","68"
"male","group C","some college","standard","none","70","58","59"
"female","group C","associate's degree","standard","none","77","86","86"
"male","group C","some high school","free/reduced","none","67","73","62"
"female","group B","some high school","free/reduced","none","50","62","59"
"male","group C","master's degree","free/reduced","none","61","63","59"
"male","group B","some high school","standard","completed","48","54","42"
"female","group B","bachelor's degree","standard","completed","95","100","100"
"male","group C","high school","standard","completed","93","97","93"
"female","group E","associate's degree","standard","completed","79","89","85"
"male","group C","some college","standard","none","76","68","62"
"male","group D","associate's degree","free/reduced","none","67","69","70"
"female","group C","associate's degree","standard","completed","50","63","64"
"male","group C","master's degree","standard","none","82","86","78"
"male","group C","associate's degree","free/reduced","completed","79","84","86"
"female","group E","bachelor's degree","standard","none","68","74","69"
"female","group D","some college","standard","none","77","82","81"
"male","group B","associate's degree","free/reduced","completed","73","80","73"
"male","group B","high school","standard","none","55","40","43"
"male","group E","master's degree","free/reduced","none","69","67","71"
"female","group D","master's degree","standard","completed","76","90","91"
"female","group A","master's degree","standard","none","45","58","56"
"female","group A","master's degree","free/reduced","none","52","68","68"
"female","group E","associate's degree","standard","none","74","67","65"
"male","group D","associate's degree","standard","none","68","72","66"
"female","group E","associate's degree","standard","completed","100","100","100"
"male","group B","some college","free/reduced","completed","53","57","52"
"female","group D","some college","standard","none","68","73","70"
"male","group D","associate's degree","standard","none","72","66","67"
"female","group D","master's degree","standard","none","70","74","82"
"female","group C","associate's degree","standard","none","80","84","82"
"male","group D","associate's degree","standard","completed","78","75","73"
"female","group D","some college","free/reduced","completed","80","88","94"
"female","group C","some high school","free/reduced","none","46","63","58"
"female","group A","some high school","free/reduced","none","32","51","39"
"female","group B","associate's degree","free/reduced","none","48","62","57"
"male","group D","some college","free/reduced","completed","64","76","71"
"male","group D","high school","free/reduced","none","69","65","57"
"female","group A","associate's degree","standard","none","54","72","63"
"female","group E","some high school","standard","none","84","81","81"
"female","group B","associate's degree","free/reduced","completed","62","71","74"
"female","group C","some high school","standard","none","88","98","90"
"female","group B","bachelor's degree","standard","none","75","82","83"
"female","group D","associate's degree","standard","none","73","86","83"
"male","group B","some high school","standard","completed","85","67","73"
"female","group C","some high school","standard","completed","71","81","81"
"male","group B","some college","free/reduced","none","32","32","24"
"female","group C","high school","free/reduced","completed","54","67","64"
"female","group E","some college","standard","none","70","74","73"
"male","group B","bachelor's degree","free/reduced","none","58","56","56"
"female","group C","some high school","standard","none","13","24","24"
"male","group C","some high school","standard","none","50","47","41"
"female","group C","some college","standard","completed","65","74","80"
"male","group B","associate's degree","standard","completed","86","74","73"
"male","group B","associate's degree","standard","completed","45","53","49"
"female","group C","some high school","free/reduced","completed","13","24","25"
"male","group B","associate's degree","free/reduced","completed","45","49","43"
"female","group A","some college","standard","none","82","85","80"
"female","group C","master's degree","free/reduced","none","66","69","74"
"female","group D","some college","free/reduced","completed","76","79","87"
"male","group D","some high school","free/reduced","none","61","52","41"
"male","group C","high school","standard","none","54","56","55"
"female","group C","associate's degree","standard","none","62","71","71"
"male","group C","high school","free/reduced","none","51","51","42"
"male","group E","high school","standard","none","91","91","78"
"female","group B","high school","free/reduced","none","80","80","79"
"male","group D","high school","standard","completed","70","76","71"
"male","group D","high school","free/reduced","none","37","45","40"
"male","group E","associate's degree","free/reduced","none","80","76","68"
"female","group B","associate's degree","standard","none","81","97","96"
"male","group C","high school","free/reduced","none","56","57","49"
"male","group C","some college","standard","completed","79","66","72"
"male","group C","some high school","standard","none","81","77","68"
"female","group E","high school","standard","none","98","99","100"
"male","group E","some college","standard","completed","75","75","74"
"male","group D","high school","standard","none","68","52","58"
"female","group E","some college","standard","none","66","62","67"
"female","group C","some college","standard","completed","66","86","82"
"male","group B","some high school","standard","none","79","67","65"
"male","group B","some college","standard","none","52","52","48"
"male","group A","master's degree","free/reduced","none","59","61","61"
"male","group C","some college","standard","none","78","82","80"
"female","group C","some high school","standard","none","55","62","62"
"male","group E","some high school","standard","none","75","62","61"
"male","group B","bachelor's degree","standard","none","73","67","64"
"male","group C","high school","standard","none","66","75","68"
"female","group B","some high school","standard","none","82","84","82"
"female","group B","associate's degree","standard","completed","69","71","71"
"male","group E","high school","standard","completed","93","79","81"
"female","group E","some high school","standard","completed","88","91","89"
"female","group D","some high school","free/reduced","none","43","64","59"
"female","group E","some college","standard","none","86","76","81"
"male","group C","high school","free/reduced","none","46","53","43"
"female","group B","some high school","free/reduced","completed","53","75","78"
"male","group B","associate's degree","free/reduced","none","65","68","68"
"female","group C","some high school","standard","none","46","54","54"
"male","group A","some college","standard","none","78","71","69"
"female","group E","some high school","free/reduced","none","78","88","85"
"female","group C","high school","standard","completed","56","64","67"
"male","group C","some high school","standard","none","54","58","49"
"female","group B","some high school","standard","none","63","68","64"
"female","group D","some college","standard","none","68","70","64"
"female","group B","some high school","free/reduced","none","42","52","46"
"female","group E","some college","standard","none","61","77","70"
"male","group D","some college","free/reduced","none","65","62","54"
"male","group D","high school","standard","completed","66","59","65"
"female","group C","bachelor's degree","standard","none","81","92","96"
"female","group E","associate's degree","free/reduced","none","55","63","58"
"female","group C","high school","standard","none","77","84","75"
"male","group E","associate's degree","free/reduced","none","69","59","62"
"female","group D","some college","standard","none","71","80","74"
"female","group E","some high school","standard","none","77","82","75"
"female","group D","high school","standard","none","61","65","61"
"female","group B","associate's degree","free/reduced","none","72","67","72"
"female","group E","associate's degree","standard","none","61","62","64"
"male","group A","some college","standard","completed","72","60","59"
"male","group D","some college","standard","completed","52","50","51"
"female","group C","some college","standard","none","73","80","77"
"male","group B","some high school","standard","completed","65","72","71"
"female","group C","bachelor's degree","standard","completed","73","88","87"
"female","group D","some high school","free/reduced","none","44","48","51"
"male","group E","bachelor's degree","standard","completed","100","100","100"
"male","group B","high school","standard","none","49","49","42"
"female","group D","master's degree","standard","none","75","78","85"
"male","group C","bachelor's degree","free/reduced","none","44","45","44"
"male","group C","associate's degree","free/reduced","none","48","43","44"
"male","group A","associate's degree","free/reduced","completed","46","59","53"
"female","group E","bachelor's degree","standard","none","63","70","71"
"female","group B","some high school","standard","none","50","57","49"
"female","group D","high school","free/reduced","none","43","49","43"
"female","group D","associate's degree","standard","none","90","98","99"
"female","group B","high school","standard","completed","46","61","63"
"male","group C","high school","free/reduced","none","60","50","49"
"male","group A","associate's degree","standard","none","62","71","62"
"female","group C","some high school","standard","completed","67","77","78"
"female","group D","bachelor's degree","standard","completed","89","91","100"
"female","group D","some college","free/reduced","none","40","46","44"
"male","group D","some high school","standard","none","73","67","62"
"male","group A","bachelor's degree","standard","completed","83","75","78"
"male","group E","some college","free/reduced","completed","68","53","58"
"female","group D","associate's degree","free/reduced","none","41","64","58"
"female","group A","bachelor's degree","standard","none","64","82","76"
"male","group B","associate's degree","free/reduced","completed","75","66","74"
"male","group B","some high school","standard","none","62","58","54"
"female","group B","bachelor's degree","free/reduced","none","58","78","73"
"male","group C","some high school","standard","none","72","72","67"
"female","group C","high school","free/reduced","none","35","57","51"
"male","group B","some college","standard","none","49","55","50"
"female","group B","high school","standard","none","74","80","76"
"female","group A","bachelor's degree","standard","completed","59","64","70"
"female","group B","some college","free/reduced","none","45","54","59"
"male","group C","high school","free/reduced","none","58","56","47"
"female","group B","some college","standard","completed","76","76","79"
"female","group A","high school","free/reduced","none","42","56","49"
"male","group D","high school","free/reduced","none","60","47","52"
"male","group D","some high school","free/reduced","completed","51","58","53"
"female","group E","bachelor's degree","standard","none","57","61","64"
"female","group A","high school","standard","none","75","91","78"
"male","group C","some college","free/reduced","completed","70","77","70"
"male","group B","associate's degree","standard","completed","92","80","82"
"male","group A","high school","standard","completed","78","75","69"
"male","group E","associate's degree","standard","completed","96","90","92"
"female","group C","some college","free/reduced","completed","55","60","62"
"female","group E","some college","free/reduced","completed","87","90","93"
"female","group C","high school","standard","none","77","88","90"
"male","group C","high school","free/reduced","none","58","56","55"
"female","group A","some college","standard","none","56","82","75"
"female","group A","some college","standard","completed","79","82","86"
"male","group E","high school","standard","none","100","96","87"
"female","group C","high school","standard","none","37","50","48"
"male","group C","associate's degree","free/reduced","none","74","70","69"
"female","group B","associate's degree","free/reduced","completed","86","96","92"
"female","group D","high school","free/reduced","none","29","41","40"
"male","group A","high school","standard","completed","74","64","68"
"male","group C","bachelor's degree","free/reduced","none","61","62","55"
"female","group E","some high school","standard","completed","84","89","89"
"male","group D","associate's degree","standard","none","80","80","76"
"male","group A","high school","free/reduced","none","57","61","53"
"male","group A","associate's degree","standard","completed","73","71","74"
"female","group C","some college","standard","none","64","64","65"
"male","group C","associate's degree","free/reduced","completed","58","51","56"
"female","group D","some high school","free/reduced","none","61","78","78"
"female","group B","some college","free/reduced","none","46","69","64"
"male","group C","high school","standard","none","88","80","71"
"female","group E","some college","free/reduced","completed","49","59","61"
"male","group B","some high school","standard","completed","48","54","48"
"female","group E","some college","free/reduced","completed","62","73","71"
"male","group C","some high school","free/reduced","none","40","47","42"
"male","group D","associate's degree","standard","none","100","85","87"
"female","group D","some college","free/reduced","none","69","83","86"
"male","group C","high school","standard","none","60","45","46"
"female","group E","associate's degree","standard","none","89","86","88"
"female","group E","high school","free/reduced","completed","64","72","70"
"male","group C","associate's degree","standard","completed","82","85","83"
"female","group D","associate's degree","standard","none","47","48","55"
"female","group B","high school","free/reduced","none","53","63","61"
"male","group D","bachelor's degree","standard","completed","86","89","92"
"male","group B","high school","free/reduced","none","38","39","42"
"male","group E","some college","standard","none","76","69","72"
"male","group C","bachelor's degree","free/reduced","none","57","63","58"
"female","group D","some high school","standard","completed","85","94","95"
"male","group A","associate's degree","free/reduced","none","64","70","61"
"male","group C","some college","free/reduced","none","61","66","59"
"female","group D","some college","standard","none","61","73","79"
"male","group C","some high school","free/reduced","none","43","40","34"
"female","group C","some college","standard","none","53","55","54"
"male","group C","some college","standard","none","67","64","58"
"male","group D","some college","free/reduced","completed","51","59","59"
"female","group A","some college","free/reduced","none","63","85","83"
"male","group E","bachelor's degree","standard","none","92","87","81"
"female","group C","master's degree","standard","none","67","84","80"
"male","group E","high school","free/reduced","completed","67","61","58"
"female","group B","high school","free/reduced","none","51","52","54"
"female","group A","bachelor's degree","standard","completed","83","85","87"
"female","group C","associate's degree","free/reduced","none","53","66","60"
"male","group E","some college","standard","none","81","67","66"
"male","group C","some high school","free/reduced","none","39","42","36"
"male","group E","some college","standard","none","82","60","57"
"female","group B","some high school","free/reduced","completed","46","55","51"
"female","group E","high school","free/reduced","none","68","72","76"
"male","group E","associate's degree","free/reduced","none","56","56","55"
"male","group D","high school","free/reduced","completed","38","37","39"
"male","group C","bachelor's degree","free/reduced","none","73","64","64"
"female","group E","master's degree","standard","none","78","93","95"
"male","group D","associate's degree","standard","completed","81","87","83"
"male","group D","high school","standard","completed","68","68","72"
"female","group C","bachelor's degree","free/reduced","none","51","61","58"
"male","group C","master's degree","standard","completed","100","100","100"
"female","group C","high school","free/reduced","none","42","56","53"
"male","group D","some high school","free/reduced","completed","64","65","63"
"male","group E","associate's degree","standard","completed","94","86","88"
"female","group B","some college","free/reduced","none","51","63","64"
"female","group C","associate's degree","standard","none","64","72","70"
"female","group D","associate's degree","free/reduced","completed","42","49","59"
"female","group C","some high school","standard","none","53","56","56"
"female","group B","high school","free/reduced","none","28","39","32"
"male","group B","some college","free/reduced","completed","68","67","58"
"female","group B","high school","standard","none","83","84","88"
"female","group C","high school","standard","none","59","74","67"
"female","group E","some college","free/reduced","completed","37","35","45"
"male","group D","associate's degree","standard","none","63","56","57"
"female","group C","some college","free/reduced","completed","76","92","93"
"female","group A","some high school","standard","none","63","70","62"
"male","group D","some high school","free/reduced","none","49","62","53"
"female","group B","high school","standard","none","57","64","59"
"female","group D","associate's degree","standard","none","64","70","70"
"male","group E","bachelor's degree","standard","none","75","74","71"
"male","group D","high school","free/reduced","completed","54","53","56"
"male","group C","bachelor's degree","free/reduced","completed","82","87","83"
"female","group C","high school","free/reduced","none","58","72","66"
"female","group C","high school","standard","none","81","93","89"
"male","group D","associate's degree","standard","none","75","67","68"
"female","group C","some college","standard","none","83","100","91"
"male","group B","high school","free/reduced","none","46","44","36"
"female","group D","master's degree","standard","completed","84","92","97"
"female","group D","high school","free/reduced","none","51","63","57"
"male","group D","bachelor's degree","free/reduced","none","55","50","54"
"male","group C","associate's degree","standard","completed","85","70","73"
"male","group C","associate's degree","free/reduced","none","41","43","39"
"female","group E","some college","standard","none","84","93","88"
"male","group D","some college","free/reduced","none","44","41","34"
"female","group C","some high school","standard","none","73","80","79"
"male","group D","bachelor's degree","standard","completed","66","64","62"
"male","group C","high school","standard","none","72","77","67"
"female","group E","bachelor's degree","standard","completed","74","80","84"
"female","group E","high school","free/reduced","completed","70","74","80"
"male","group D","associate's degree","standard","none","54","51","50"
"male","group D","some college","standard","none","64","52","50"
"male","group C","associate's degree","standard","completed","96","89","93"
"male","group D","associate's degree","standard","completed","85","84","82"
"male","group D","associate's degree","standard","none","76","78","73"
"male","group C","some college","standard","none","70","64","56"
"female","group C","high school","standard","completed","80","94","87"
"male","group C","high school","standard","none","64","56","55"
"female","group B","associate's degree","standard","none","82","81","82"
"male","group A","high school","standard","none","58","40","44"
"male","group E","high school","standard","none","72","55","58"
"female","group D","some high school","standard","completed","67","77","79"
"female","group D","master's degree","standard","none","67","76","75"
"male","group B","high school","free/reduced","none","73","64","58"
"female","group D","high school","standard","none","52","59","54"
"male","group D","bachelor's degree","free/reduced","none","51","40","48"
"male","group B","bachelor's degree","standard","none","97","83","85"
"female","group A","some high school","standard","none","63","69","66"
"male","group B","bachelor's degree","free/reduced","completed","61","62","63"
"female","group C","some high school","standard","none","57","55","56"
"female","group B","some college","standard","none","57","79","84"
"male","group B","some college","standard","none","63","53","55"
"male","group D","associate's degree","standard","none","77","78","77"
"male","group C","some high school","free/reduced","completed","86","74","76"
"male","group B","some high school","standard","completed","59","54","53"
"male","group E","some college","standard","completed","100","92","93"
"male","group D","master's degree","free/reduced","completed","91","96","92"
"female","group C","some high school","standard","completed","53","69","67"
"female","group B","some high school","standard","completed","57","61","63"
"male","group B","some high school","standard","completed","77","81","75"
"female","group D","high school","free/reduced","none","49","61","60"
"male","group D","associate's degree","standard","none","79","70","67"
"female","group B","some college","free/reduced","completed","30","52","50"
"female","group A","some high school","standard","completed","66","76","81"
"male","group C","associate's degree","free/reduced","completed","62","56","51"
"female","group A","some high school","free/reduced","none","43","67","59"
"female","group E","some high school","standard","none","64","66","69"
"male","group D","high school","free/reduced","none","51","39","40"
"male","group C","bachelor's degree","standard","none","55","53","48"
"male","group C","some college","standard","completed","72","59","63"
"male","group A","some high school","standard","none","56","51","43"
"female","group A","high school","free/reduced","none","53","62","58"
"female","group E","associate's degree","standard","none","88","90","91"
"male","group E","bachelor's degree","standard","none","87","81","80"
"male","group C","some college","standard","none","82","62","63"
"female","group E","associate's degree","standard","none","77","90","83"
"male","group A","some college","free/reduced","none","66","70","74"
"male","group A","high school","standard","completed","72","72","61"
"female","group B","some high school","free/reduced","none","49","53","54"
"male","group C","some college","standard","none","67","53","53"
"male","group E","some college","free/reduced","none","68","69","53"
"male","group D","associate's degree","standard","none","79","77","77"
"female","group C","some high school","standard","none","62","75","67"
"male","group B","high school","free/reduced","none","58","61","56"
"male","group A","some college","free/reduced","completed","51","47","46"
"female","group B","some high school","free/reduced","none","69","87","79"
"female","group E","some college","standard","none","88","95","96"
"female","group C","master's degree","free/reduced","none","87","80","82"
"female","group C","some college","free/reduced","none","55","68","66"
"male","group E","some college","standard","none","40","30","32"
"male","group C","master's degree","standard","none","84","74","73"
"female","group D","some high school","free/reduced","completed","47","67","74"
"male","group D","some college","free/reduced","none","25","28","24"
"male","group C","some college","standard","none","59","62","50"
"female","group D","some high school","free/reduced","completed","81","84","93"
"male","group C","some college","standard","none","73","77","74"
"male","group C","associate's degree","standard","completed","92","95","94"
"female","group C","some college","standard","none","54","67","61"
"female","group C","associate's degree","free/reduced","completed","55","73","71"
"female","group A","bachelor's degree","free/reduced","completed","44","53","51"
"male","group B","some high school","free/reduced","none","55","65","54"
"male","group D","some college","standard","none","73","68","69"
"female","group B","some college","standard","completed","67","83","78"
"male","group B","some high school","standard","completed","87","83","79"
"male","group D","some college","standard","completed","81","69","70"
"female","group E","some college","standard","completed","65","79","70"
"female","group C","high school","standard","none","47","59","56"
"male","group C","high school","standard","completed","97","87","84"
"female","group D","associate's degree","free/reduced","none","59","60","64"
"male","group C","associate's degree","free/reduced","none","50","47","37"
"male","group B","bachelor's degree","standard","none","60","46","51"
"female","group C","some college","free/reduced","none","57","66","63"
"male","group D","master's degree","free/reduced","none","80","87","85"
"male","group C","some college","standard","none","85","86","85"
"male","group C","master's degree","standard","none","64","62","54"
"female","group D","associate's degree","standard","completed","69","76","78"
"male","group D","master's degree","standard","none","92","84","83"
"male","group C","master's degree","standard","none","73","66","61"
"male","group D","high school","standard","completed","70","57","65"
"female","group C","high school","standard","completed","61","79","82"
"female","group C","associate's degree","free/reduced","none","51","66","62"
"male","group E","some high school","standard","none","64","62","62"
"male","group C","high school","standard","none","64","55","50"
"female","group A","bachelor's degree","standard","completed","67","85","88"
"female","group C","some college","free/reduced","completed","47","59","56"
"male","group C","some high school","free/reduced","none","50","49","43"
"male","group E","some high school","standard","none","39","23","22"
"female","group B","high school","standard","completed","80","90","85"
"male","group B","master's degree","free/reduced","completed","74","72","71"
"female","group B","high school","free/reduced","completed","70","76","86"
"male","group C","high school","standard","none","70","72","64"
"female","group D","some college","standard","none","74","72","68"
"male","group C","some college","standard","completed","70","71","69"
"female","group B","some high school","free/reduced","completed","37","46","45"
"female","group D","associate's degree","standard","none","84","79","80"
"male","group D","master's degree","standard","none","79","71","79"
"female","group E","master's degree","free/reduced","completed","91","90","95"
"male","group D","bachelor's degree","standard","none","95","98","94"
"female","group D","some college","free/reduced","completed","60","77","76"
"male","group E","some college","standard","none","97","89","88"
"female","group C","some high school","standard","none","27","38","29"
"male","group D","some college","free/reduced","none","52","54","52"
"male","group D","master's degree","free/reduced","completed","69","68","72"
"male","group D","some college","free/reduced","completed","87","79","83"
"female","group C","high school","standard","completed","78","88","87"
"female","group C","some college","standard","none","52","52","57"
"female","group E","some college","standard","completed","85","97","99"
"female","group C","associate's degree","standard","none","74","83","85"
"male","group C","associate's degree","free/reduced","none","64","62","56"
"male","group C","bachelor's degree","standard","none","83","85","77"
"female","group D","associate's degree","standard","completed","90","99","100"
"female","group C","some college","standard","none","43","42","47"
"female","group D","high school","standard","completed","79","87","85"
"male","group D","bachelor's degree","standard","none","92","84","85"
"male","group C","some college","standard","completed","66","68","66"
"male","group C","high school","standard","completed","76","65","68"
"female","group D","bachelor's degree","free/reduced","none","57","77","70"
"female","group C","high school","standard","none","71","87","76"
"female","group D","some college","free/reduced","none","41","40","37"
"female","group E","some high school","free/reduced","none","62","71","66"
"male","group A","high school","standard","none","31","25","28"
"female","group D","high school","standard","none","62","78","78"
"male","group D","bachelor's degree","standard","completed","63","56","64"
"female","group C","bachelor's degree","standard","none","81","89","92"
"male","group C","some college","standard","none","82","90","83"
"male","group D","bachelor's degree","standard","none","45","39","42"
"male","group A","some high school","free/reduced","none","61","64","59"
"male","group C","associate's degree","standard","completed","82","83","83"
"female","group A","associate's degree","standard","none","85","91","86"
"female","group E","some high school","free/reduced","completed","66","73","75"
"female","group B","some college","standard","completed","58","74","73"
"male","group E","bachelor's degree","free/reduced","completed","80","70","72"
"female","group B","associate's degree","free/reduced","none","46","60","55"
"male","group D","high school","standard","none","91","88","82"
"male","group D","master's degree","standard","completed","77","70","74"
"female","group E","associate's degree","standard","completed","87","80","87"
"female","group D","master's degree","standard","none","83","83","89"
"male","group B","master's degree","standard","none","68","74","64"
"female","group E","some high school","free/reduced","none","58","72","68"
"female","group C","some high school","standard","none","68","76","75"
"female","group B","bachelor's degree","standard","none","71","77","80"
"female","group C","some high school","standard","none","61","70","73"
"female","group A","some college","standard","none","70","86","85"
"male","group E","some college","free/reduced","none","71","69","68"
"female","group B","associate's degree","standard","none","66","74","72"
"male","group D","some college","standard","completed","81","79","81"
"male","group B","associate's degree","free/reduced","completed","76","80","72"
"female","group D","master's degree","standard","none","73","80","81"
"female","group E","bachelor's degree","free/reduced","none","57","62","67"
"female","group C","some high school","standard","none","76","79","81"
"female","group E","some high school","standard","completed","66","77","71"
"male","group B","master's degree","standard","none","86","90","83"
"male","group A","associate's degree","standard","none","51","42","43"
"male","group C","master's degree","free/reduced","none","51","46","41"
"male","group C","master's degree","standard","completed","77","79","79"
"female","group D","some high school","standard","completed","96","91","99"
"male","group D","some college","free/reduced","none","56","53","49"
"female","group D","some high school","free/reduced","completed","49","65","61"
"female","group A","master's degree","free/reduced","completed","60","67","72"
"female","group D","bachelor's degree","standard","none","41","54","59"
"male","group E","associate's degree","free/reduced","completed","69","65","60"
"female","group D","master's degree","free/reduced","completed","58","75","77"
"female","group D","some college","standard","none","69","78","80"
"female","group D","master's degree","free/reduced","none","51","60","62"
"male","group B","associate's degree","standard","none","73","75","68"
"female","group D","high school","free/reduced","none","78","78","77"
"female","group A","some high school","standard","none","76","84","87"
"female","group E","some college","free/reduced","completed","82","78","80"
"female","group D","associate's degree","free/reduced","completed","25","33","38"
"female","group C","some high school","standard","completed","62","78","70"
"female","group D","high school","standard","none","85","87","82"
"male","group E","some high school","standard","completed","76","66","72"
"female","group C","some high school","standard","none","75","81","83"
"male","group C","some high school","standard","none","58","57","60"
"female","group C","high school","standard","none","90","97","93"
"female","group C","associate's degree","standard","none","68","74","72"
"female","group B","some high school","standard","none","65","73","70"
"female","group B","high school","standard","none","55","65","63"
"female","group C","bachelor's degree","free/reduced","completed","47","50","55"
"female","group C","some college","standard","none","67","77","76"
"female","group C","bachelor's degree","standard","none","86","94","88"
"female","group E","some college","standard","none","59","65","62"
"female","group E","some college","standard","none","83","86","86"
"female","group C","some high school","standard","completed","53","62","63"
"female","group C","some high school","free/reduced","completed","58","65","65"
"female","group B","high school","free/reduced","none","74","74","77"
"female","group D","bachelor's degree","standard","none","85","89","96"
"female","group C","some college","standard","completed","73","80","82"
"male","group C","associate's degree","free/reduced","completed","62","68","66"
"male","group E","high school","free/reduced","none","81","70","65"
"male","group E","associate's degree","free/reduced","none","71","79","72"
"male","group A","some high school","standard","none","70","80","76"
"male","group E","bachelor's degree","standard","none","85","84","75"
"male","group C","high school","standard","none","87","87","86"
"female","group B","some high school","free/reduced","none","55","71","59"
"male","group C","master's degree","free/reduced","completed","86","80","81"
"male","group D","some high school","free/reduced","completed","45","46","45"
"male","group C","some college","standard","none","92","85","86"
"female","group D","some high school","standard","none","70","77","80"
"male","group C","associate's degree","standard","none","61","64","65"
"female","group D","some high school","standard","completed","82","85","95"
"female","group C","some high school","standard","completed","61","67","69"
"female","group E","high school","standard","none","96","99","91"
"female","group C","bachelor's degree","free/reduced","completed","59","79","75"
"female","group A","bachelor's degree","standard","none","67","81","89"
"male","group D","master's degree","free/reduced","none","91","81","85"
"female","group C","associate's degree","standard","completed","93","97","100"
"female","group B","associate's degree","standard","none","33","57","52"
"female","group C","some high school","free/reduced","none","24","51","37"
"male","group D","some college","free/reduced","none","65","68","63"
"female","group C","associate's degree","standard","none","72","65","65"
"male","group C","some college","free/reduced","completed","63","55","57"
"male","group C","associate's degree","standard","completed","78","75","74"
"male","group D","high school","standard","none","89","82","75"
"male","group D","associate's degree","standard","none","76","60","54"
"male","group D","some college","free/reduced","none","61","58","48"
"male","group C","master's degree","free/reduced","completed","76","77","84"
"male","group B","some high school","free/reduced","none","65","60","56"
"male","group E","some college","standard","completed","98","81","77"
"female","group D","some high school","free/reduced","completed","42","65","59"
"male","group D","associate's degree","free/reduced","none","57","46","52"
"male","group C","associate's degree","standard","none","60","58","53"
"male","group C","some college","free/reduced","none","39","45","30"
"male","group B","some high school","standard","none","56","57","55"
"male","group A","bachelor's degree","standard","completed","69","65","66"
"female","group B","some college","standard","none","58","63","64"
"male","group C","some college","standard","none","61","54","51"
"male","group E","bachelor's degree","free/reduced","completed","95","100","100"
"female","group C","associate's degree","free/reduced","completed","57","65","71"
"female","group A","some college","standard","none","54","62","51"
"female","group C","bachelor's degree","standard","completed","70","86","84"
"female","group C","associate's degree","free/reduced","none","62","76","73"
"female","group C","master's degree","standard","completed","54","58","64"
"male","group D","some college","standard","completed","65","74","70"
"male","group E","high school","standard","completed","76","66","68"
"female","group D","some college","standard","completed","70","82","91"
"male","group A","high school","standard","none","66","62","59"
"female","group D","high school","standard","none","86","94","92"
"male","group C","high school","standard","none","78","73","71"
"female","group D","associate's degree","standard","completed","75","91","95"
"male","group D","associate's degree","free/reduced","none","79","77","72"
"female","group B","some college","standard","none","62","63","67"
"female","group E","some college","free/reduced","none","71","83","76"
"female","group E","master's degree","standard","none","61","69","68"
"female","group D","high school","standard","none","72","84","78"
"male","group B","associate's degree","standard","none","43","47","43"
"female","group E","some college","standard","none","82","89","96"
"male","group D","associate's degree","standard","none","66","73","65"
"male","group C","high school","standard","none","71","67","61"
"male","group B","high school","standard","none","59","63","55"
"male","group D","high school","standard","completed","74","78","79"
"male","group C","some high school","free/reduced","none","56","64","53"
"male","group C","some high school","standard","none","80","72","73"
"female","group D","high school","standard","completed","62","67","74"
"female","group D","some college","standard","none","81","98","92"
"male","group E","some high school","standard","none","73","70","61"
"female","group C","high school","standard","none","68","83","78"
"female","group C","high school","standard","none","59","61","64"
"male","group E","some high school","standard","none","82","80","71"
"female","group B","some college","standard","none","40","53","53"
"female","group C","high school","standard","none","47","62","57"
"female","group C","some college","standard","completed","69","80","85"
"male","group E","some high school","standard","none","84","74","66"
"female","group B","high school","standard","completed","52","63","60"
"female","group C","bachelor's degree","free/reduced","none","77","86","82"
"female","group A","associate's degree","standard","none","83","97","99"
"female","group C","some high school","standard","completed","71","79","78"
"male","group D","some college","standard","none","94","82","84"
"female","group D","some college","free/reduced","none","70","87","90"
"male","group C","some high school","standard","none","59","39","39"
